listing_id,marketplace,seller_id,category,price_usd,quantity,reviews_count,rating,posted_date,is_active,risk_score
LIST_000021,Market_C,SELLER_7883,stolen_data,76.76753232127608,69,410,2.416519350081834,2024-12-04,1,0.2413056846792082
LIST_000022,Market_E,SELLER_8312,stolen_data,311.7994105972953,68,42,4.5297895689466365,2024-01-25,1,0.03754108514615917
LIST_000023,Market_B,SELLER_9025,forged_documents,4.546428381299136,65,77,2.1851500462931464,2024-05-16,0,0.8502724139349958
LIST_000024,Market_C,SELLER_4252,weapons,136.83770475634222,15,350,4.460112575863474,2024-12-07,0,0.48992075746118
LIST_000025,Market_E,SELLER_4330,stolen_data,230.2928977427397,52,322,2.913720244242052,2024-03-20,1,0.8109000406917789
LIST_000026,Market_C,SELLER_7627,drugs,62.98095731160701,38,452,2.131216319697703,2024-10-23,1,0.9398982768580687
LIST_000027,Market_A,SELLER_7977,hacking_tools,841.0166611670857,24,319,0.020487671563012566,2024-01-01,1,0.9939078865505139
LIST_000028,Market_B,SELLER_8379,weapons,112.33009560824554,23,348,1.4777796027823746,2024-01-10,0,0.9371640094786455
LIST_000029,Market_B,SELLER_4825,forged_documents,703.0235065908129,47,358,4.339607461708292,2024-04-29,1,0.7165567971709816
LIST_000030,Market_C,SELLER_9742,stolen_data,321.1253699372408,7,51,2.1435639453184763,2024-10-07,1,0.441979651840964
LIST_000031,Market_E,SELLER_2944,stolen_data,326.71626888304024,31,16,2.107342635870186,2024-02-08,0,0.5979848390611915
LIST_000032,Market_A,SELLER_6469,stolen_data,518.0925325242503,7,210,2.4470534053355215,2024-05-19,1,0.8164963679095664
LIST_000033,Market_A,SELLER_9494,hacking_tools,22.64395073602796,77,226,1.4315201576128893,2024-02-17,1,0.8975545051093343
LIST_000034,Market_C,SELLER_9609,weapons,41.016986964527085,4,32,2.4577563487873504,2024-03-22,1,0.956468468603881
LIST_000035,Market_D,SELLER_3115,stolen_data,197.88871015785318,54,327,1.8788155822003838,2024-07-02,1,0.7306056990569898
LIST_000036,Market_C,SELLER_3104,other,269.6318400695821,82,435,4.547212652162566,2024-04-26,1,0.5399535491216623
LIST_000037,Market_A,SELLER_6589,hacking_tools,281.0075294883003,83,484,2.819833855982771,2024-03-18,1,0.968371709820257
LIST_000038,Market_B,SELLER_3646,drugs,564.8767883153237,80,418,4.170754845712123,2024-05-23,1,0.9586249617677918
LIST_000039,Market_C,SELLER_1829,weapons,0.3526302369326745,52,403,3.434370477881703,2024-09-12,1,0.4775528375852113
LIST_000040,Market_C,SELLER_4110,forged_documents,1598.3748622050616,82,336,1.0630149202804895,2024-02-13,1,0.6486583904946284
LIST_000041,Market_B,SELLER_6367,weapons,95.87538277944255,80,300,4.338328048504446,2024-06-24,0,0.8092671478921399
LIST_000042,Market_C,SELLER_2137,stolen_data,142.92965155630512,48,76,0.4363539869426192,2024-04-10,1,0.43307910668480853
LIST_000043,Market_E,SELLER_6045,forged_documents,1180.2511094836755,95,67,2.243189302864446,2024-05-18,1,0.8293776266831397
LIST_000044,Market_B,SELLER_6242,other,2.7532670191325197,89,49,1.1957771276602236,2024-10-26,0,0.11145547248523635
LIST_000045,Market_B,SELLER_3642,weapons,2372.5657637608224,66,441,2.687777113161023,2024-12-05,1,0.48115172085268143
LIST_000046,Market_B,SELLER_7356,forged_documents,18.309863851349608,54,157,1.500247897223983,2024-03-29,1,0.4826124988889784
LIST_000047,Market_A,SELLER_1786,weapons,64.22673612401088,92,197,3.6141312961231185,2024-08-17,1,0.6846570561679023
LIST_000048,Market_C,SELLER_3549,other,137.2886334044398,80,257,4.684593505769021,2024-09-03,1,0.11641301017535699
LIST_000049,Market_D,SELLER_4246,drugs,288.7691556683099,54,462,3.545449891076184,2024-11-03,0,0.10321043345028147
LIST_000050,Market_C,SELLER_6394,drugs,365.3741979681995,45,376,1.7765518338790276,2024-11-24,1,0.9005948124055092
LIST_000051,Market_C,SELLER_6355,drugs,55.30852640831322,40,33,3.000349808289769,2024-06-19,0,0.3037414644533617
LIST_000052,Market_A,SELLER_6665,weapons,38.26447250690818,35,435,4.442630458990605,2024-12-24,1,0.3269223783080386
LIST_000053,Market_E,SELLER_6772,forged_documents,16.188789379939653,24,211,1.3501419489345279,2024-12-20,1,0.7768615466950871
LIST_000054,Market_E,SELLER_4608,drugs,148.36187991054783,35,271,0.5910238186913536,2024-07-03,0,0.41490903611156904
LIST_000055,Market_A,SELLER_6216,hacking_tools,1272.5383941184948,94,379,0.6538199430549596,2024-07-16,1,0.8329237540989187
LIST_000056,Market_A,SELLER_3068,hacking_tools,247.0190946881445,37,426,2.4742650517167384,2024-08-31,1,0.4014687311640175
LIST_000057,Market_A,SELLER_3337,drugs,721.9773984408077,75,63,3.6606813056492142,2024-05-16,0,0.7605997662077416
LIST_000058,Market_C,SELLER_2816,drugs,105.47669862375052,34,496,3.2862887104320326,2024-08-29,0,0.5253099578497181
LIST_000059,Market_A,SELLER_6201,stolen_data,33.4328672203578,24,476,2.269447502423409,2024-07-06,1,0.935828126338231
LIST_000060,Market_D,SELLER_2802,hacking_tools,404.0319261267978,93,154,3.6464902009068156,2024-01-13,1,0.327388972958668
LIST_000061,Market_B,SELLER_2810,hacking_tools,863.2454833379165,4,320,3.169849780705085,2024-11-07,1,0.36269059503914225
LIST_000062,Market_E,SELLER_7049,drugs,1143.650824368923,50,268,3.141153778004238,2024-12-09,0,0.9699865162440182
LIST_000063,Market_D,SELLER_2921,other,395.05442555095584,94,39,1.0118819864710242,2024-01-10,1,0.7375250979664448
LIST_000064,Market_E,SELLER_7429,stolen_data,174.0928853118675,78,159,1.5629171651314095,2024-10-15,1,0.7725673386243334
LIST_000065,Market_C,SELLER_5716,forged_documents,57.99268291268891,24,322,1.722121626446051,2024-05-20,0,0.29597674894708237
LIST_000066,Market_C,SELLER_1727,stolen_data,551.0434403969755,98,13,4.040953791419477,2024-08-01,1,0.5320443972891352
LIST_000067,Market_A,SELLER_9412,stolen_data,164.55547076246827,36,375,3.8755524548268054,2024-07-01,0,0.3135409854292347
LIST_000068,Market_E,SELLER_5877,hacking_tools,928.8292159075255,79,119,1.2633637870745218,2024-07-20,1,0.2598688868593112
LIST_000069,Market_C,SELLER_9049,drugs,464.58809504848176,35,313,0.2757613715498991,2024-06-29,1,0.5352411876272168
LIST_000070,Market_C,SELLER_5172,drugs,979.0672532329964,29,347,3.8389190460322773,2024-11-07,1,0.9877606242498838
LIST_000071,Market_E,SELLER_8894,drugs,418.1082546622449,36,45,2.049330893971592,2024-09-06,1,0.21462264721435553
LIST_000072,Market_C,SELLER_3652,stolen_data,738.6401499226714,68,345,1.099015844951421,2024-05-30,1,0.24251985908753926
LIST_000073,Market_A,SELLER_9523,stolen_data,174.28618000581216,79,468,0.5850843528554772,2024-09-08,0,0.24312898834469487
LIST_000074,Market_C,SELLER_8461,other,349.64177519529727,11,381,0.06407325294250477,2024-12-18,1,0.79170226161329
LIST_000075,Market_D,SELLER_8262,weapons,9.79857438465317,55,109,2.1386481740694308,2024-01-30,1,0.5104820611146644
LIST_000076,Market_D,SELLER_2404,forged_documents,468.03215253373804,49,370,1.6988190719341274,2024-05-21,1,0.3847676567309415
LIST_000077,Market_A,SELLER_4511,weapons,381.5052306148867,79,458,3.482350753536414,2024-11-13,1,0.8437898343671912
LIST_000078,Market_D,SELLER_6209,other,703.8250346686808,57,218,4.883327160937041,2024-09-26,1,0.2974906383605359
LIST_000079,Market_C,SELLER_1528,forged_documents,652.7369911605166,85,491,1.0339130980807698,2024-12-07,1,0.39221789867461465
LIST_000080,Market_D,SELLER_2936,weapons,493.91619469378423,99,442,1.215180701869687,2024-01-15,1,0.07362055929342848
LIST_000081,Market_D,SELLER_1740,weapons,29.177725153380905,87,120,1.6865128843219823,2024-11-10,0,0.11891010187501683
LIST_000082,Market_C,SELLER_4416,weapons,1166.5721901715215,55,448,2.3296881744165265,2024-10-16,1,0.13673106672115898
LIST_000083,Market_E,SELLER_2757,weapons,9.091756747043396,56,288,3.488493476702677,2024-10-24,1,0.3469752384423017
LIST_000084,Market_A,SELLER_2256,stolen_data,812.9555782189698,74,45,1.7601576091930333,2024-08-06,1,0.5240852604876935
LIST_000085,Market_E,SELLER_2375,forged_documents,326.33511999875134,4,337,0.5210027148538954,2024-01-19,1,0.0007443148890811102
LIST_000086,Market_E,SELLER_9907,other,851.8566118962514,25,380,3.651708186238703,2024-07-15,1,0.18993231149983214
LIST_000087,Market_D,SELLER_9624,weapons,312.8095728430838,2,53,3.9732083900892654,2024-05-28,1,0.17565002019103104
LIST_000088,Market_B,SELLER_9448,weapons,520.555523985072,19,321,1.2382432779395707,2024-07-11,1,0.25334684878851677
LIST_000089,Market_E,SELLER_7540,other,225.7012584315589,88,387,0.6837812187115327,2024-09-27,1,0.16608092605322933
LIST_000090,Market_C,SELLER_9116,drugs,680.6618421551692,8,53,2.6390052573287512,2024-08-05,1,0.1951281811639114
LIST_000091,Market_C,SELLER_3836,stolen_data,146.63293316968546,64,369,1.0415715043567326,2024-04-16,1,0.9838803609639978
LIST_000092,Market_C,SELLER_3304,hacking_tools,635.334001377438,6,3,1.8708171667431428,2024-08-06,0,0.5947302591546129
LIST_000093,Market_B,SELLER_8116,drugs,107.45294403376339,84,400,3.886806100644252,2024-01-31,1,0.7626931648531967
LIST_000094,Market_B,SELLER_7972,other,640.3687629779057,14,239,1.0980352159229438,2024-01-02,0,0.8193433770806885
LIST_000095,Market_A,SELLER_4842,hacking_tools,173.83728826157216,70,79,4.031296305593555,2024-05-26,0,0.6676805974259451
LIST_000096,Market_B,SELLER_8580,weapons,163.30277684521272,76,200,3.3700999390815523,2024-10-03,0,0.704080270027243
LIST_000097,Market_A,SELLER_5783,forged_documents,834.3125553470244,71,473,1.098629318689504,2024-10-27,1,0.6322834445352843
LIST_000098,Market_C,SELLER_2048,hacking_tools,840.1787391080596,57,201,2.6320230052304168,2024-07-19,0,0.6493734780462979
LIST_000099,Market_B,SELLER_6915,hacking_tools,587.8585086944798,30,255,3.0703538125313354,2024-11-12,1,0.9284496292375944
LIST_000100,Market_D,SELLER_8283,hacking_tools,1287.910216958006,80,198,1.0013801890682172,2024-02-15,1,0.1857384738754777
LIST_000101,Market_D,SELLER_8773,forged_documents,84.91615260437287,8,72,0.7247466790625845,2024-12-17,1,0.2747300358262692
LIST_000102,Market_D,SELLER_3984,drugs,156.89073920165757,14,438,2.6558396721313233,2024-12-02,0,0.09325854881873741
LIST_000103,Market_B,SELLER_9927,stolen_data,174.079997203822,48,175,3.4692058306783045,2024-08-06,0,0.837324462964272
LIST_000104,Market_B,SELLER_9116,forged_documents,182.12775728578566,84,218,2.3253442003577414,2024-01-22,1,0.44875532362784865
LIST_000105,Market_B,SELLER_9824,drugs,198.77226732879834,28,223,0.3501962426596017,2024-06-14,1,0.9071045605475243
LIST_000106,Market_D,SELLER_9478,weapons,597.0263807270037,6,432,4.62606353348399,2024-03-06,0,0.4116757132463723
LIST_000107,Market_C,SELLER_2348,drugs,157.8749185047475,30,406,3.474827229272553,2024-08-17,1,0.44261415808151017
LIST_000108,Market_E,SELLER_7343,hacking_tools,168.38164788274523,4,282,3.1059814289344745,2024-03-10,0,0.4483565012875831
LIST_000109,Market_C,SELLER_7094,drugs,422.467341547708,67,280,3.2181350596533864,2024-06-24,0,0.6124930921810058
LIST_000110,Market_B,SELLER_6932,drugs,107.4381937547318,10,92,1.993028004540347,2024-03-16,1,0.7661241169658622
LIST_000111,Market_E,SELLER_1178,weapons,226.97657036782283,27,151,4.922002496530509,2024-03-07,0,0.3512922761172187
LIST_000112,Market_E,SELLER_2911,weapons,29.843362342049332,82,79,0.6633960585925597,2024-03-31,0,0.6301654534223198
LIST_000113,Market_C,SELLER_2499,drugs,1524.0089043722776,45,207,3.695706887416133,2024-01-11,1,0.20396743675693474
LIST_000114,Market_D,SELLER_5512,forged_documents,190.85549991070883,75,91,2.104379801335494,2024-09-18,0,0.5540471045014498
LIST_000115,Market_A,SELLER_3675,weapons,948.7004574417955,35,19,4.4054802380406315,2024-04-21,0,0.54658489984368
LIST_000116,Market_D,SELLER_3170,hacking_tools,377.4534168397579,13,52,3.586306371085239,2024-09-11,1,0.888715865648287
LIST_000117,Market_D,SELLER_3332,forged_documents,129.52279093273583,55,82,2.8112611167984616,2024-08-26,1,0.8958452238497272
LIST_000118,Market_E,SELLER_4989,other,107.48079130033663,87,73,4.688468171940902,2024-01-25,0,0.4872111582995756
LIST_000119,Market_B,SELLER_3754,drugs,593.6574026774747,43,409,4.562216804698684,2024-04-23,1,0.02459946577838401
LIST_000120,Market_B,SELLER_3050,other,1674.3329358693773,73,443,0.2616699797612282,2024-07-25,0,0.8446219506181691
LIST_000121,Market_E,SELLER_9453,hacking_tools,101.10076250428672,68,129,0.9629402336969639,2024-12-01,1,0.0006224705651719509
LIST_000122,Market_D,SELLER_1331,hacking_tools,61.32184917231924,43,258,3.380232924522893,2024-05-26,1,0.47825363550754363
LIST_000123,Market_C,SELLER_5356,forged_documents,244.77621023501172,40,358,4.609197132530422,2024-07-03,1,0.019790157633456817
LIST_000124,Market_A,SELLER_3819,drugs,250.28135648392447,31,183,2.151650012675713,2024-09-30,1,0.3525912943560229
LIST_000125,Market_D,SELLER_5542,hacking_tools,820.6009794769806,3,65,0.19152622680204012,2024-10-20,1,0.636764686066574
LIST_000126,Market_D,SELLER_5868,other,316.39239725199167,17,152,3.216486299900186,2024-12-03,0,0.3712009030540807
LIST_000127,Market_A,SELLER_9124,other,32.24856145180954,80,364,0.9734349862057179,2024-06-30,1,0.9268913585768563
LIST_000128,Market_C,SELLER_7622,weapons,1267.0549073737675,39,195,2.7616086665834194,2024-03-11,0,0.6407636334448088
LIST_000129,Market_A,SELLER_7583,weapons,233.55422699701938,66,14,1.923416293122766,2024-10-06,1,0.6464438725547403
LIST_000130,Market_E,SELLER_8077,forged_documents,552.1115959343518,69,209,2.7901351955101554,2024-02-15,1,0.37443704596936966
LIST_000131,Market_A,SELLER_7422,weapons,550.5400729950119,97,134,4.662181597316999,2024-06-01,1,0.038543524296259624
LIST_000132,Market_A,SELLER_2158,stolen_data,28.995774939154686,77,383,2.42900295221486,2024-08-17,1,0.7381797234919559
LIST_000133,Market_D,SELLER_1293,drugs,1.8055857979507544,76,474,0.17264411886061592,2024-09-09,1,0.7162447305444656
LIST_000134,Market_D,SELLER_7348,hacking_tools,46.0779454933195,19,81,2.904589931397219,2024-09-24,0,0.5301250270038174
LIST_000135,Market_B,SELLER_6816,hacking_tools,1567.855148735506,22,70,1.6287276508765895,2024-03-11,1,0.41626803925769085
LIST_000136,Market_A,SELLER_9484,forged_documents,789.922441417345,8,476,3.8906744219790257,2024-12-24,1,0.5383170500086214
LIST_000137,Market_E,SELLER_2161,forged_documents,70.78885405733928,68,296,2.3496423514733773,2024-03-06,0,0.7468154041503854
LIST_000138,Market_B,SELLER_9602,hacking_tools,477.0869942790711,71,381,3.706853689158211,2024-02-05,1,0.7127854307878653
LIST_000139,Market_A,SELLER_1508,weapons,473.34114416033975,86,443,4.544104976741568,2024-08-30,0,0.6581096623281902
LIST_000140,Market_D,SELLER_6176,forged_documents,0.2796251271000954,18,171,1.8113699563622547,2024-11-28,0,0.9037772674033293
LIST_000141,Market_E,SELLER_5879,stolen_data,280.23931496806824,6,122,4.946889561954018,2024-07-23,0,0.6098883773003034
LIST_000142,Market_C,SELLER_2393,forged_documents,622.0077433114059,4,288,0.7490643296989258,2024-08-05,1,0.014509647545037252
LIST_000143,Market_B,SELLER_6531,weapons,103.38470064842296,41,449,3.219658409465943,2024-07-15,0,0.6180638356352548
LIST_000144,Market_D,SELLER_1706,drugs,951.581879189044,51,209,0.17383801565622414,2024-01-16,0,0.6125592456702794
LIST_000145,Market_C,SELLER_2298,stolen_data,539.8534055206735,12,493,1.0652833292556796,2024-09-05,1,0.06963616350543822
LIST_000146,Market_A,SELLER_8613,forged_documents,3.474190625618521,37,406,3.1688929572828757,2024-05-10,1,0.42772975431596105
LIST_000147,Market_E,SELLER_4858,drugs,965.214925170704,2,63,0.2309586978054834,2024-12-07,1,0.6510962619583276
LIST_000148,Market_D,SELLER_4107,drugs,9.795339935328373,3,389,0.5089354264417933,2024-03-09,1,0.7045012317480518
LIST_000149,Market_D,SELLER_5719,other,1094.3104662500152,45,62,1.4550529745760699,2024-04-20,1,0.8930496252379636
LIST_000150,Market_E,SELLER_1740,hacking_tools,203.02178086750487,85,381,2.878185679911254,2024-07-03,0,0.8413809807098805
LIST_000151,Market_D,SELLER_4899,weapons,599.7418729910958,39,426,0.07991277695574561,2024-06-23,1,0.11655180931093245
LIST_000152,Market_D,SELLER_6605,hacking_tools,774.244245124897,77,408,2.411771287889061,2024-05-26,1,0.6087844266374145
LIST_000153,Market_A,SELLER_2434,other,165.13393575088614,54,466,3.128718743725524,2024-04-24,1,0.5964814111966464
LIST_000154,Market_B,SELLER_6542,weapons,220.367547889855,78,7,2.0126139441616475,2024-02-23,1,0.30374791767759945
LIST_000155,Market_C,SELLER_2321,other,356.2075536057778,94,244,0.33819903739453816,2024-10-26,1,0.18410570611789256
LIST_000156,Market_E,SELLER_8209,drugs,436.96479937531194,18,164,3.054373175982106,2024-06-12,1,0.19950865899390136
LIST_000157,Market_C,SELLER_1175,forged_documents,172.6851882073573,13,473,3.029176984572337,2024-07-28,1,0.17754776904012337
LIST_000158,Market_E,SELLER_8070,weapons,2439.498927405372,14,92,2.530211775172515,2024-07-18,0,0.8062636724149865
LIST_000159,Market_E,SELLER_3471,weapons,667.8095079341091,41,442,3.4657273779777,2024-07-29,1,0.14839305065808828
LIST_000160,Market_D,SELLER_2439,drugs,160.2073329988856,40,283,1.0390086657664215,2024-09-14,1,0.2643919773418054
LIST_000161,Market_A,SELLER_6938,stolen_data,511.42625002303964,89,308,3.3927037117527887,2024-08-17,1,0.217788404521714
LIST_000162,Market_E,SELLER_6147,drugs,285.79337846152754,91,375,0.8072736982512629,2024-04-09,1,0.7128568324090317
LIST_000163,Market_C,SELLER_1208,other,984.23242272692,87,198,1.9634681551739348,2024-07-21,1,0.15839589439213164
LIST_000164,Market_B,SELLER_1247,drugs,199.45586730504047,71,123,0.3378332313929905,2024-03-30,1,0.02406495260847885
LIST_000165,Market_C,SELLER_3894,weapons,104.03756872021486,48,54,4.095636660401033,2024-08-02,0,0.37422542191823205
LIST_000166,Market_A,SELLER_1789,drugs,23.617223325002197,10,419,2.6911671050747046,2024-06-06,1,0.3050942611509867
LIST_000167,Market_B,SELLER_5080,hacking_tools,2077.3413783169017,89,189,4.8552460118184415,2024-01-15,0,0.39770470495575083
LIST_000168,Market_D,SELLER_2746,drugs,222.53585327156134,54,142,4.711633005385406,2024-09-24,0,0.753815739113376
LIST_000169,Market_C,SELLER_3561,forged_documents,124.56314169567378,35,309,4.9928056811592585,2024-04-10,1,0.012366908895161788
LIST_000170,Market_C,SELLER_2117,drugs,338.4090871308195,24,316,0.5063308514111986,2024-12-01,0,0.03770760173755883
LIST_000171,Market_E,SELLER_3969,drugs,172.40094143246017,49,96,3.0329018926833102,2024-04-12,0,0.25564463186580777
LIST_000172,Market_E,SELLER_3854,forged_documents,132.56907638064666,42,309,2.0378760581708026,2024-12-29,1,0.8892084862798261
LIST_000173,Market_B,SELLER_6786,stolen_data,479.05726531745114,75,196,2.66332293701812,2024-06-17,1,0.16907450059776374
LIST_000174,Market_D,SELLER_7320,stolen_data,38.89883551001926,84,284,1.5438368300165912,2024-01-10,0,0.9970379567816067
LIST_000175,Market_E,SELLER_4202,stolen_data,355.64839604570403,74,80,0.24034419029214937,2024-01-28,0,0.805692566071367
LIST_000176,Market_C,SELLER_1297,hacking_tools,245.04709089146905,50,108,3.5387513480349737,2024-01-30,0,0.45613655312921275
LIST_000177,Market_B,SELLER_3663,forged_documents,380.2093016676386,21,282,4.829085369165852,2024-01-21,0,0.7478622452486067
LIST_000178,Market_E,SELLER_3315,hacking_tools,193.15533302145414,28,208,2.661909130422025,2024-04-07,0,0.5188151249369125
LIST_000179,Market_E,SELLER_5595,hacking_tools,422.35833833391837,92,114,1.6478997523094763,2024-04-28,1,0.5659922646398592
LIST_000180,Market_A,SELLER_8959,other,42.68012190732172,55,451,4.691391243659865,2024-02-10,0,0.580771741918851
LIST_000181,Market_B,SELLER_8707,hacking_tools,235.92984020926343,27,240,1.8233326473742801,2024-06-08,1,0.6487205128636212
LIST_000182,Market_B,SELLER_4558,forged_documents,135.57547262563318,97,395,4.572645963701914,2024-05-13,1,0.06076419003058986
LIST_000183,Market_D,SELLER_4428,weapons,288.2065369788032,68,381,4.2784542741253535,2024-08-20,1,0.61649810493635
LIST_000184,Market_E,SELLER_5741,weapons,254.02815338306038,99,278,2.6435550287437075,2024-03-12,0,0.7169485818585107
LIST_000185,Market_B,SELLER_2004,stolen_data,498.7282435394688,84,305,3.3843633333422862,2024-11-29,1,0.3107231350367129
LIST_000186,Market_D,SELLER_3593,hacking_tools,495.4502028366249,6,330,3.5015872180780527,2024-07-07,1,0.978578830473357
LIST_000187,Market_E,SELLER_3770,stolen_data,266.6760139025691,58,483,3.2054585251362875,2024-08-15,1,0.14444508601144435
LIST_000188,Market_C,SELLER_6817,hacking_tools,100.21618009768434,6,203,0.8037497748597933,2024-01-15,1,0.9104425225283873
LIST_000189,Market_A,SELLER_6063,stolen_data,436.0336427563579,60,200,3.463881058534102,2024-07-23,0,0.6764494079457165
LIST_000190,Market_D,SELLER_4402,drugs,1698.334375535304,81,343,0.016090420558418916,2024-05-14,1,0.6643144781887336
LIST_000191,Market_A,SELLER_3740,forged_documents,102.55526672351849,19,465,3.5501840918963152,2024-12-03,0,0.8760226599196654
LIST_000192,Market_C,SELLER_9094,hacking_tools,35.77978433564389,61,154,2.7741806731260037,2024-11-19,1,0.8317292113006397
LIST_000193,Market_B,SELLER_7170,other,153.64396568864123,17,314,1.2988021107141923,2024-08-20,1,0.3454344322994487
LIST_000194,Market_E,SELLER_4183,hacking_tools,266.29737620367695,49,264,4.018821723719242,2024-10-07,1,0.7053698023157113
LIST_000195,Market_B,SELLER_8984,hacking_tools,182.77742826008824,3,288,2.0263946943826046,2024-08-23,1,0.05060258268692808
LIST_000196,Market_A,SELLER_8304,forged_documents,900.0260072162539,34,69,2.428885923080662,2024-01-07,0,0.46401843222580974
LIST_000197,Market_B,SELLER_5742,drugs,339.6494288614527,62,178,0.1383727743356733,2024-09-13,1,0.9377772607243146
LIST_000198,Market_B,SELLER_4852,weapons,141.26626484064863,60,480,2.0065984288326306,2024-03-05,1,0.2740894478013225
LIST_000199,Market_D,SELLER_7665,forged_documents,1499.8606786497596,68,167,0.8368139624157989,2024-09-06,1,0.04997078906551655
LIST_000200,Market_D,SELLER_2502,drugs,66.80159458448779,87,5,1.380716559173718,2024-01-04,0,0.5829449919414155
LIST_000201,Market_C,SELLER_2636,stolen_data,65.57365661682115,82,131,1.2606974934336967,2024-04-23,1,0.3550997630664606
LIST_000202,Market_D,SELLER_2809,hacking_tools,140.7074489469222,34,258,0.23010396867046867,2024-07-07,1,0.37968347009920655
LIST_000203,Market_D,SELLER_9458,hacking_tools,39.939593084130586,29,140,2.3024727262380895,2024-05-01,1,0.5824571870568152
LIST_000204,Market_D,SELLER_5873,weapons,696.4635236757808,60,281,2.612962065649444,2024-09-10,1,0.6215890593482194
LIST_000205,Market_D,SELLER_1667,stolen_data,187.57283705916217,44,289,2.8553131434065837,2024-07-09,0,0.43732196558199476
LIST_000206,Market_C,SELLER_8380,drugs,654.366734976621,15,204,2.3110988524617744,2024-12-16,1,0.5075492421894838
LIST_000207,Market_D,SELLER_8476,stolen_data,719.2940098462269,45,180,4.347634470085368,2024-05-10,1,0.9932557567458055
LIST_000208,Market_D,SELLER_9245,stolen_data,135.5885498235911,75,46,0.18839872554321346,2024-09-20,1,0.957147958034555
LIST_000209,Market_A,SELLER_3821,weapons,365.2829434386032,9,391,3.069043028966302,2024-11-01,1,0.7073170720243042
LIST_000210,Market_D,SELLER_4945,drugs,366.5599514706409,35,331,4.3306583982014155,2024-04-02,0,0.1614795269389825
LIST_000211,Market_C,SELLER_5490,weapons,1025.3858870118313,10,135,0.20520120456180235,2024-10-02,0,0.3599600839875342
LIST_000212,Market_C,SELLER_5607,drugs,12.982521519979347,38,402,2.481534997121197,2024-05-23,1,0.8830882240868257
LIST_000213,Market_B,SELLER_9992,forged_documents,190.48406975337483,29,232,2.945135964409491,2024-02-16,1,0.42356591617918493
LIST_000214,Market_D,SELLER_5420,forged_documents,1070.6132847283006,46,201,0.9545287478833897,2024-01-02,1,0.9553676493762834
LIST_000215,Market_E,SELLER_3026,hacking_tools,135.11969074704615,70,31,1.2625005441594968,2024-09-28,1,0.4883017832590286
LIST_000216,Market_B,SELLER_9365,weapons,73.60076792971155,83,276,3.9279666877167605,2024-03-08,1,0.8617691342051267
LIST_000217,Market_C,SELLER_7348,forged_documents,429.1749658502047,90,191,2.8369889085476014,2024-01-19,0,0.035378899527998
